gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.18,116.94,1
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83.65,1381.94,1
Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.13,7541.6,1
Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.44,635.87,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,30.1,1467.29,0
Female,1,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),27.86,1498.39,0
Male,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.53,3049.8,0
Female,1,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),97.26,2135.87,0
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.59,1161.01,1
Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,107.18,1033.02,0
Male,0,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),96.4,2708.37,0
Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),63.89,3885.65,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),74.84,3851.18,1
Male,0,Yes,No,47,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),86.48,4038.97,1
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.77,2791.41,1
Male,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.51,3432.82,1
Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.47,4030.41,1
Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,94.68,6628.38,0
Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),41.42,2333.96,1
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.01,184.89,0
Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.69,1725.31,0
Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.41,517.8,0
Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.5,1539.77,0
Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),29.55,441.31,0
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,35.76,1960.09,0
Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,117.03,4289.42,0
Female,0,Yes,No,14,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,52.98,728.79,1
Female,1,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.55,852.39,0
Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,62.52,2777.73,0
Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,31.73,1951.43,1
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.49,1959.39,0
Female,1,Yes,No,66,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,20.41,1393.71,0
Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,74.05,2634.42,1
Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.68,2573.7,0
Male,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,26.07,1060.72,1
Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,32.79,2344.92,1
Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.46,4321.4,1
Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.09,2451.45,1
Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.22,417.49,0
Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.24,3694.94,0
Male,0,No,Yes,49,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.69,4469.94,0
Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),36.71,2157.94,0
Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),52.72,2105.43,0
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.8,163.65,0
Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.16,115.52,0
Male,1,No,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.98,2041.87,0
Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.06,3353.8,0
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.58,6959.26,1
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.59,46.01,1
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.85,1983.19,1
Female,0,Yes,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,34.23,518.03,1
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,30.83,618.19,1
Male,0,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),45.98,2810.68,0
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.63,2724.55,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.77,211.82,0
Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),36.65,444.03,1
Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,19.69,939.04,0
Female,1,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72.82,3387.78,0
Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.5,2609.96,0
Female,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.06,2611.26,0
Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,54.33,3110.28,0
Male,1,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,46.84,43.73,0
Female,0,Yes,No,24,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,89.17,2131.17,0
Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.76,502.01,1
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.97,36.9,1
Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),116.94,5483.55,1
Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.53,5055.8,1
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.81,758.1,0
Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,66.26,1955.41,0
Male,0,Yes,Yes,34,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),53.22,1779.19,0
Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,112.32,2019.26,1
Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,109.26,5727.12,0
Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.51,1159.82,0
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,43.21,1329.39,1
Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,57.05,298.47,1
Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.73,773.56,0
Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,72.22,4554.38,0
Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.86,134.62,1
Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),24.81,1113.46,0
Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.95,2895.99,1
Male,0,No,No,64,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),109.82,7019.58,1
Male,0,Yes,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),92.24,1707.84,1
Male,0,No,No,46,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,72.3,3316.1,0
Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.85,955.93,1
Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,24.83,672.26,0
Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,81.0,4884.76,0
Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,37.17,2367.71,0
Female,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,75.59,1651.19,0
Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.36,3138.16,0
Female,0,No,No,62,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,36.46,2217.5,0
Female,0,No,No,21,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.55,1340.46,1
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,106.68,7477.58,0
Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.47,1249.63,1
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,113.69,4857.73,0
Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.92,220.03,0
Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.65,32.4,0
Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.3,1405.1,1
Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,95.45,6077.07,1
Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.02,2837.69,0
Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,19.65,598.17,1
Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.59,2056.87,1
Male,0,No,Yes,34,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.22,1746.48,1
Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),70.12,4337.48,1
Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,24.47,1699.83,0
Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),57.11,1569.71,1
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,81.11,1986.75,0
Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,26.32,1604.33,0
Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.31,1967.44,1
Male,0,Yes,No,53,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.7,3275.81,0
Female,1,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.21,3244.22,0
Female,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.57,5823.96,1
Female,0,Yes,No,57,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),115.43,6535.16,1
Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.96,2181.22,0
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),36.84,2101.1,1
Female,0,No,No,20,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,64.61,1289.13,1
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),102.79,5632.35,1
Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,52.48,1877.11,0
Female,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),52.11,3330.08,0
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),98.89,1806.46,0
Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.81,4166.08,0
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,58.53,4128.01,0
Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69.87,4326.16,0
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.46,4760.5,0
Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.12,2448.49,0
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),65.72,1184.82,0
Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,70.31,92.28,0
Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,117.54,631.42,1
Male,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.26,1215.12,0
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.79,1676.5,0
Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.09,4711.33,0
Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,51.51,160.73,0
Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),23.62,940.18,0
Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,113.79,6913.5,0
Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),22.16,657.19,1
Female,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.94,6696.27,0
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,99.28,2582.75,0
Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,79.08,3914.09,0
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,106.16,5410.1,0
Male,1,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.58,1853.57,0
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.74,2204.79,1
Male,1,No,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.38,3716.15,0
Female,1,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,117.65,6221.79,0
Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,18.92,105.21,0
Female,0,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,32.21,257.56,1
Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.89,2968.68,1
Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),43.83,1537.35,0
Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,73.44,1369.53,1
Female,0,No,No,62,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.42,5499.38,1
Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),102.05,6750.63,0
Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),73.68,2089.29,1
Male,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,28.09,1932.77,0
Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,87.39,6012.28,1
Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,68.11,125.83,1
